DATE,DJIA
5/9/2019,25828.36
5/10/2019,25942.37
5/13/2019,25324.99
5/14/2019,25532.05
5/15/2019,25648.02
5/16/2019,25862.68
5/17/2019,25764
5/20/2019,25679.9
5/21/2019,25877.33
5/22/2019,25776.61
5/23/2019,25490.47
5/24/2019,25585.69
5/27/2019,.
5/28/2019,25347.77
5/29/2019,25126.41
5/30/2019,25169.88
5/31/2019,24815.04
6/3/2019,24819.78
6/4/2019,25332.18
6/5/2019,25539.57
6/6/2019,25720.66
6/7/2019,25983.94
6/10/2019,26062.68
6/11/2019,26048.51
6/12/2019,26004.83
6/13/2019,26106.77
6/14/2019,26089.61
6/17/2019,26112.53
6/18/2019,26465.54
6/19/2019,26504
6/20/2019,26753.17
6/21/2019,26719.13
6/24/2019,26727.54
6/25/2019,26548.22
6/26/2019,26536.82
6/27/2019,26526.58
6/28/2019,26599.96
7/1/2019,26717.43
7/2/2019,26786.68
7/3/2019,26966
7/4/2019,.
7/5/2019,26922.12
7/8/2019,26806.14
7/9/2019,26783.49
7/10/2019,26860.2
7/11/2019,27088.08
7/12/2019,27332.03
7/15/2019,27359.16
7/16/2019,27335.63
7/17/2019,27219.85
7/18/2019,27222.97
7/19/2019,27154.2
7/22/2019,27171.9
7/23/2019,27349.19
7/24/2019,27269.97
7/25/2019,27140.98
7/26/2019,27192.45
7/29/2019,27221.35
7/30/2019,27198.02
7/31/2019,26864.27
8/1/2019,26583.42
8/2/2019,26485.01
8/5/2019,25717.74
8/6/2019,26029.52
8/7/2019,26007.07
8/8/2019,26378.19
8/9/2019,26287.44
8/12/2019,25897.71
8/13/2019,26279.91
8/14/2019,25479.42
8/15/2019,25579.39
8/16/2019,25886.01
8/19/2019,26135.79
8/20/2019,25962.44
8/21/2019,26202.73
8/22/2019,26252.24
8/23/2019,25628.9
8/26/2019,25898.83
8/27/2019,25777.9
8/28/2019,26036.1
8/29/2019,26362.25
8/30/2019,26403.28
9/2/2019,.
9/3/2019,26118.02
9/4/2019,26355.47
9/5/2019,26728.15
9/6/2019,26797.46
9/9/2019,26835.51
9/10/2019,26909.43
9/11/2019,27137.04
9/12/2019,27182.45
9/13/2019,27219.52
9/16/2019,27076.82
9/17/2019,27110.8
9/18/2019,27147.08
9/19/2019,27094.79
9/20/2019,26935.07
9/23/2019,26949.99
9/24/2019,26807.77
9/25/2019,26970.71
9/26/2019,26891.12
9/27/2019,26820.25
9/30/2019,26916.83
10/1/2019,26573.04
10/2/2019,26078.62
10/3/2019,26201.04
10/4/2019,26573.72
10/7/2019,26478.02
10/8/2019,26164.04
10/9/2019,26346.01
10/10/2019,26496.67
10/11/2019,26816.59
10/14/2019,26787.36
10/15/2019,27024.8
10/16/2019,27001.98
10/17/2019,27025.88
10/18/2019,26770.2
10/21/2019,26827.64
10/22/2019,26788.1
10/23/2019,26833.95
10/24/2019,26805.53
10/25/2019,26958.06
10/28/2019,27090.72
10/29/2019,27071.42
10/30/2019,27186.69
10/31/2019,27046.23
11/1/2019,27347.36
11/4/2019,27462.11
